Order Date,Sales
12/13/2011,186.20
12/13/2011,577.31
12/13/2011,242.91
12/13/2011,3238.40
12/13/2011,3227.88
12/13/2011,16179.80
12/13/2011,5517.60
12/13/2011,438.45
12/13/2011,369.93
12/13/2011,444.80
12/13/2011,4998.40
12/13/2011,370.60
12/14/2011,4703.08
12/14/2011,387.60
12/14/2011,1692.00
12/14/2011,14585.40
12/14/2011,2463.44
12/14/2011,5292.00
12/14/2011,1399.20
12/14/2011,450.00
12/14/2011,20196.00
12/14/2011,439.96
12/14/2011,5624.80
12/14/2011,51.15
12/14/2011,3892.20
12/14/2011,3185.41
12/14/2011,4492.90
12/14/2011,3882.18
12/14/2011,562.40
12/14/2011,756.00
12/14/2011,1408.00
12/15/2011,816.00
12/15/2011,643.50
12/15/2011,31757.55
12/15/2011,112.67
12/15/2011,2035.50
12/15/2011,1516.09
12/15/2011,195.80
12/15/2011,1677.65
12/15/2011,5032.80
12/15/2011,38.96
12/15/2011,612.00
12/15/2011,266.11
12/15/2011,320.22
12/15/2011,3557.70
12/15/2011,69.93
12/16/2011,2595.41
12/16/2011,1467.00
12/16/2011,2394.65
12/16/2011,537.97
12/16/2011,158.57
12/16/2011,247.24
12/16/2011,464.40
12/16/2011,749.70
12/16/2011,273.00
12/16/2011,2719.20
12/16/2011,660.00
12/16/2011,113.31
12/16/2011,269.10
12/16/2011,2637.00
12/16/2011,3204.10
12/16/2011,340.10
12/16/2011,4993.20
12/16/2011,546.00
12/16/2011,2601.00
12/16/2011,6336.40
12/16/2011,37.05
12/17/2011,234.60
12/17/2011,109.20
12/17/2011,22366.05
12/17/2011,222.07
12/17/2011,97.62
12/17/2011,2595.50
12/17/2011,2666.84
12/17/2011,241.56
12/17/2011,528.20
12/17/2011,11388.30
12/17/2011,347.73
12/17/2011,1734.60
12/17/2011,490.20
12/17/2011,194.96
12/17/2011,410.88
12/17/2011,311.92
12/17/2011,7998.00
12/17/2011,4178.30
12/17/2011,1248.00
12/17/2011,509.55
12/18/2011,2581.00
12/18/2011,77.65
12/18/2011,2911.65
12/18/2011,108.34
12/18/2011,3204.10
12/18/2011,85.03
12/18/2011,144.26
12/18/2011,5333.68
12/18/2011,5029.90
12/18/2011,1402.20
12/18/2011,224.20
12/18/2011,10460.10
12/18/2011,316.00
12/19/2011,735.30
12/19/2011,37.96
12/19/2011,115.57
12/19/2011,1660.50
12/19/2011,3040.00
12/19/2011,516.00
12/19/2011,509.55
12/19/2011,11997.60
12/19/2011,283.22
12/19/2011,10632.25
12/19/2011,206.91
12/19/2011,3302.55
12/19/2011,2577.85
12/19/2011,203.46
12/19/2011,106.26
12/19/2011,620.15
12/19/2011,4514.40
12/19/2011,959.68
12/19/2011,120.90
12/19/2011,200.60
12/19/2011,2052.00
12/20/2011,386.10
12/20/2011,1086.75
12/20/2011,1264.40
12/20/2011,287.92
12/20/2011,1076.40
12/20/2011,2371.80
12/20/2011,5026.80
12/20/2011,5174.40
12/20/2011,2871.00
12/20/2011,1044.00
12/20/2011,135.96
12/20/2011,1201.20
12/20/2011,3025.10
12/20/2011,159.21
12/20/2011,147.96
12/20/2011,20196.00
12/20/2011,490.20
12/20/2011,984.20
12/20/2011,203.46
12/20/2011,245.64
12/20/2011,38.46
12/20/2011,3531.15
12/20/2011,167.96
12/21/2011,10466.40
12/21/2011,1151.15
12/21/2011,503.10
12/21/2011,5262.60
12/21/2011,31737.30
12/21/2011,2160.00
12/21/2011,9154.50
12/21/2011,1135.20
12/21/2011,8204.20
12/21/2011,3640.10
12/21/2011,1672.76
12/21/2011,2952.60
12/21/2011,233.96
12/21/2011,1984.21
12/21/2011,2191.80
12/21/2011,7792.20
12/21/2011,192.35
12/21/2011,546.00
12/22/2011,612.00
12/22/2011,1487.20
12/22/2011,1984.00
12/22/2011,16497.30
12/22/2011,57604.50
12/22/2011,97.62
12/22/2011,2387.60
12/22/2011,135.96
12/22/2011,2488.20
12/22/2011,1663.80
12/22/2011,13568.20
12/22/2011,8820.00
12/22/2011,283.84
12/22/2011,464.40
12/22/2011,1536.70
12/23/2011,20334.40
12/23/2011,2385.20
12/23/2011,1658.80
12/23/2011,8820.00
12/23/2011,1658.80
12/23/2011,1053.15
12/23/2011,28802.25
12/23/2011,7379.40
12/23/2011,47.60
12/23/2011,2032.80
12/23/2011,3345.88
12/23/2011,86.08
12/23/2011,1860.10
12/23/2011,2385.20
12/23/2011,1116.72
12/23/2011,6437.12
12/24/2011,760.00
12/24/2011,354.90
12/24/2011,645.96
12/24/2011,2387.60
12/24/2011,2261.92
12/24/2011,2581.00
12/24/2011,1644.72
12/24/2011,3855.00
12/24/2011,310.00
12/24/2011,2300.91
12/24/2011,4416.15
12/24/2011,5259.35
12/24/2011,123.62
12/25/2011,3818.10
12/25/2011,3925.80
12/25/2011,3185.41
12/25/2011,2087.93
12/25/2011,195.80
12/25/2011,3025.10
12/25/2011,750.60
12/25/2011,1876.80
12/25/2011,2088.00
12/25/2011,3471.88
12/25/2011,2224.00
12/25/2011,1010.10
12/25/2011,2743.50
12/25/2011,447.41
12/25/2011,357.91
12/25/2011,2538.20
12/25/2011,3212.41
12/25/2011,1281.15
12/25/2011,2704.00
12/25/2011,5982.60
12/25/2011,110.60
12/25/2011,187.95
12/25/2011,2026.65
12/25/2011,91.80
12/26/2011,186.20
12/26/2011,757.05
12/26/2011,556.00
12/26/2011,559.26
12/26/2011,85.50
12/26/2011,2500.90
12/26/2011,167.96
12/26/2011,79.92
12/26/2011,516.00
12/26/2011,391.05
12/26/2011,5055.20
12/26/2011,1835.20
12/26/2011,6758.60
12/26/2011,364.00
12/26/2011,357.91
12/26/2011,608.00
12/26/2011,152.91
12/27/2011,1654.40
12/27/2011,2049.55
12/27/2011,2047.00
12/27/2011,1281.15
12/27/2011,6531.40
12/27/2011,998.40
12/27/2011,107.64
12/27/2011,1508.00
12/27/2011,5661.00
12/27/2011,2741.20
12/27/2011,2909.55
12/27/2011,2090.40
12/27/2011,85.03
12/27/2011,266.11
12/27/2011,8907.15
12/27/2011,316.80
12/28/2011,204.70
12/28/2011,718.90
12/28/2011,64.26
12/28/2011,428.96
12/28/2011,4060.60
12/28/2011,8175.30
12/28/2011,17343.00
12/28/2011,4210.60
12/28/2011,2529.00
12/28/2011,4233.60
12/28/2011,5056.00
12/28/2011,16692.15
12/28/2011,176.00
12/29/2011,719.94
12/29/2011,2313.91
12/29/2011,3537.60
12/29/2011,2886.50
12/29/2011,1682.60
12/29/2011,192.35
12/29/2011,756.00
12/29/2011,2472.00
12/29/2011,342.00
12/29/2011,105.56
12/29/2011,22383.90
12/29/2011,1533.30
12/29/2011,1983.20
12/29/2011,671.46
12/29/2011,3008.20
12/29/2011,1270.50
12/30/2011,1654.07
12/30/2011,608.60
12/30/2011,277.39
12/30/2011,3022.88
12/30/2011,6661.20
12/30/2011,305.58
12/30/2011,1622.40
12/30/2011,1772.10
12/30/2011,2772.00
12/30/2011,1036.00
12/30/2011,2735.81
12/30/2011,5292.00
12/30/2011,1408.00
12/30/2011,4485.00
12/30/2011,49.36
12/30/2011,2464.00
12/30/2011,161.01
12/30/2011,2895.20
12/30/2011,3838.56
12/30/2011,236.96
12/31/2011,2691.00
12/31/2011,318.51
12/31/2011,3238.80
12/31/2011,355.91
12/31/2011,670.26
12/31/2011,142.41
12/31/2011,2633.22
12/31/2011,1038.20
12/31/2011,227.96
12/31/2011,2262.00
12/31/2011,4929.60
1/1/2012,1694.60
1/1/2012,5262.60
1/1/2012,169.86
1/1/2012,287.27
1/1/2012,4096.80
1/1/2012,113.31
1/1/2012,6757.06
1/1/2012,725.93
1/1/2012,1162.70
1/1/2012,786.05
1/1/2012,2224.00
1/1/2012,308.10
1/1/2012,1762.20
1/1/2012,1663.80
1/1/2012,2070.00
1/1/2012,757.45
1/2/2012,3239.40
1/2/2012,1654.07
1/2/2012,22540.00
1/2/2012,165.86
1/2/2012,2167.20
1/2/2012,2371.80
1/2/2012,737.10
1/2/2012,357.91
1/2/2012,222.50
1/2/2012,496.65
1/2/2012,772.92
1/2/2012,285.08
1/2/2012,260.91
1/2/2012,1467.00
1/2/2012,2952.60
1/2/2012,5500.20
1/2/2012,490.20
1/2/2012,203.46
1/2/2012,16302.45
1/3/2012,61.16
1/3/2012,26823.15
1/3/2012,796.00
1/3/2012,1642.05
1/3/2012,1141.65
1/3/2012,96.84
1/3/2012,1129.41
1/3/2012,1032.48
1/3/2012,7140.95
1/3/2012,102.00
1/3/2012,1026.00
1/3/2012,2639.40
1/3/2012,1020.80
1/3/2012,1762.20
1/4/2012,1794.00
1/4/2012,60.84
1/4/2012,2607.70
1/4/2012,234.72
1/4/2012,5292.00
1/4/2012,3042.00
1/4/2012,113.31
1/4/2012,4861.80
1/4/2012,1975.92
1/4/2012,943.80
1/4/2012,10029.90
1/4/2012,14642.20
1/4/2012,50.01
1/4/2012,204.87
1/4/2012,3374.60
1/4/2012,6552.00
1/4/2012,79.97
1/4/2012,163.80
1/5/2012,2595.41
1/5/2012,2029.20
1/5/2012,3204.10
1/5/2012,62.00
1/5/2012,325.49
1/5/2012,5114.80
1/5/2012,3040.00
1/5/2012,157.37
1/5/2012,186.90
1/5/2012,1780.00
1/5/2012,22844.50
1/5/2012,258.01
1/6/2012,17926.41
1/6/2012,566.43
1/6/2012,433.52
1/6/2012,1210.40
1/6/2012,970.10
1/6/2012,1623.60
1/6/2012,2514.95
1/6/2012,288.52
1/6/2012,158.31
1/6/2012,381.15
1/6/2012,1840.80
1/6/2012,2661.10
1/6/2012,77.94
1/6/2012,262.20
1/6/2012,2052.00
1/6/2012,562.40
1/6/2012,2944.55
1/6/2012,455.94
1/6/2012,766.15
1/6/2012,2923.92
1/6/2012,2895.20
1/7/2012,3631.32
1/7/2012,142.72
1/7/2012,1246.40
1/7/2012,74.10
1/7/2012,75.89
1/7/2012,1217.20
1/7/2012,1797.75
1/7/2012,5447.91
1/7/2012,1423.05
1/7/2012,206.91
1/7/2012,1193.20
1/7/2012,868.21
1/7/2012,2765.55
1/7/2012,42.84
1/7/2012,2026.65
1/7/2012,7451.28
1/7/2012,387.60
1/7/2012,394.68
1/7/2012,308.10
1/8/2012,37.05
1/8/2012,2398.60
1/8/2012,70413.00
1/8/2012,54.00
1/8/2012,1414.68
1/8/2012,2358.40
1/8/2012,2506.00
1/8/2012,58.54
1/8/2012,74.98
1/8/2012,461.96
1/8/2012,4850.74
1/8/2012,2628.40
1/8/2012,37.96
1/8/2012,2676.05
1/8/2012,3504.28
1/8/2012,10195.60
1/8/2012,1076.40
1/8/2012,123.62
1/8/2012,4008.00
1/8/2012,7912.10
1/8/2012,2558.40
1/8/2012,737.88
1/8/2012,2610.00
1/9/2012,1198.45
1/9/2012,746.55
1/9/2012,996.14
1/9/2012,3459.58
1/9/2012,2728.00
1/9/2012,2232.00
1/9/2012,1493.10
1/9/2012,2679.60
1/10/2012,1896.87
1/10/2012,216.22
1/10/2012,205.76
1/10/2012,4767.72
1/10/2012,2691.00
1/10/2012,3008.20
1/10/2012,5548.95
1/10/2012,2678.11
1/10/2012,296.40
1/10/2012,159.52
1/10/2012,9963.00
1/10/2012,7056.00
1/10/2012,99.96
1/10/2012,1016.60
1/10/2012,394.29
1/10/2012,1142.40
1/10/2012,85.20
1/10/2012,5266.80
1/10/2012,1674.00
1/10/2012,2955.90
1/10/2012,316.80
1/11/2012,1395.11
1/11/2012,790.00
1/11/2012,6891.36
1/11/2012,214.17
1/11/2012,1458.85
1/11/2012,298.25
1/11/2012,83.04
1/11/2012,2741.20
1/11/2012,3382.00
1/11/2012,203.72
1/11/2012,356.40
1/11/2012,3221.82
1/11/2012,2197.60
1/12/2012,74.98
1/12/2012,304.12
1/12/2012,503.10
1/12/2012,1169.61
1/12/2012,1303.50
1/12/2012,644.54
1/12/2012,7919.10
1/12/2012,2609.91
1/12/2012,245.52
1/12/2012,267.33
1/13/2012,99.96
1/13/2012,3800.30
1/13/2012,1113.40
1/13/2012,3312.00
1/13/2012,2162.34
1/13/2012,3805.67
1/13/2012,101.40
1/13/2012,67.11
1/13/2012,1752.41
1/13/2012,191.10
1/13/2012,5740.50
1/13/2012,9963.00
1/13/2012,756.20
1/13/2012,389.69
1/13/2012,11778.21
1/14/2012,4402.17
1/14/2012,134.26
1/14/2012,38.96
1/14/2012,871.75
1/14/2012,5688.00
1/14/2012,4300.48
1/14/2012,4475.00
1/14/2012,3860.37
1/14/2012,830.29
1/14/2012,1415.91
1/14/2012,186.90
1/14/2012,76.62
1/15/2012,163.76
1/15/2012,20564.42
1/15/2012,64.56
1/15/2012,1217.20
1/15/2012,280.11
1/15/2012,85.20
1/15/2012,1582.05
1/15/2012,3878.91
1/15/2012,774.00
1/15/2012,631.11
1/15/2012,1296.78
1/15/2012,8883.76
1/15/2012,3551.10
1/15/2012,446.16
1/16/2012,2678.11
1/16/2012,3119.88
1/16/2012,3077.43
1/16/2012,1919.88
1/16/2012,6783.00
1/16/2012,2358.40
1/16/2012,175.56
1/16/2012,3882.18
1/16/2012,1968.00
1/16/2012,7330.05
1/16/2012,928.54
1/16/2012,45.82
1/16/2012,7289.10
1/16/2012,348.96
1/16/2012,11431.20
1/16/2012,584.53
1/16/2012,119.60
1/16/2012,44.17
1/16/2012,166.92
1/17/2012,1496.15
1/17/2012,78.61
1/17/2012,8036.00
1/17/2012,46.41
1/17/2012,166.60
1/17/2012,6066.45
1/17/2012,496.65
1/17/2012,198.00
1/17/2012,7398.00
1/17/2012,434.46
1/17/2012,3854.95
1/17/2012,167.96
1/17/2012,1287.70
1/17/2012,5953.07
1/17/2012,496.65
1/17/2012,5148.00
1/17/2012,7280.00
1/17/2012,2972.60
1/17/2012,33.97
1/17/2012,323.91
1/17/2012,3320.68
1/17/2012,78.00
1/18/2012,2700.00
1/18/2012,9963.00
1/18/2012,345.85
1/18/2012,178.55
1/18/2012,63.60
1/18/2012,77.65
1/18/2012,379.20
1/18/2012,212.71
1/18/2012,2412.00
1/18/2012,3464.10
1/18/2012,542.10
1/18/2012,468.00
1/18/2012,3660.55
1/18/2012,795.08
1/18/2012,2606.41
1/18/2012,5727.64
1/18/2012,4880.03
1/19/2012,2398.60
1/19/2012,2385.20
1/19/2012,718.20
1/19/2012,731.50
1/19/2012,201.43
1/19/2012,6721.00
1/19/2012,6822.00
1/19/2012,8991.00
1/19/2012,627.00
1/19/2012,490.20
1/19/2012,103.81
1/19/2012,2207.20
1/20/2012,2242.84
1/20/2012,766.15
1/20/2012,222.60
1/20/2012,5436.00
1/20/2012,3524.40
1/20/2012,1754.20
1/20/2012,10010.00
1/20/2012,234.72
1/20/2012,1863.48
1/20/2012,1504.10
1/20/2012,2361.60
1/20/2012,13298.35
1/20/2012,413.51
1/20/2012,3459.58
1/20/2012,5203.87
1/20/2012,1932.00
1/20/2012,371.61
1/20/2012,5880.15
1/20/2012,1700.50
1/20/2012,309.51
1/20/2012,83.04
1/20/2012,3474.98
1/21/2012,3225.31
1/21/2012,13497.30
1/21/2012,1938.15
1/21/2012,1050.20
1/21/2012,425.10
1/21/2012,386.10
1/21/2012,5631.46
1/21/2012,239.94
1/21/2012,3903.99
1/21/2012,449.91
1/21/2012,500.40
1/21/2012,2134.68
1/21/2012,686.34
1/21/2012,3423.20
1/22/2012,3844.80
1/22/2012,11431.20
1/22/2012,12639.55
1/22/2012,659.94
1/22/2012,257.40
1/22/2012,2038.10
1/22/2012,3608.00
1/22/2012,11626.05
1/22/2012,4391.20
1/22/2012,2683.88
1/22/2012,4073.83
1/22/2012,2655.00
1/22/2012,1997.95
1/22/2012,7875.11
1/23/2012,2725.80
1/23/2012,2472.80
1/23/2012,981.00
1/23/2012,542.14
1/23/2012,490.20
1/23/2012,252.02
1/23/2012,194.84
1/23/2012,3311.78
1/23/2012,2017.80
1/23/2012,238.70
1/23/2012,343.11
1/23/2012,731.50
1/23/2012,13592.24
1/23/2012,1196.95
1/23/2012,1187.21
1/23/2012,10651.80
1/23/2012,2702.90
1/23/2012,2500.90
1/23/2012,2352.00
1/24/2012,8179.88
1/24/2012,1262.80
1/24/2012,2609.91
1/24/2012,8339.07
1/24/2012,9944.55
1/24/2012,312.05
1/24/2012,39.96
1/24/2012,275.88
1/24/2012,2661.10
1/24/2012,4076.20
1/24/2012,4400.00
1/24/2012,1603.44
1/24/2012,2100.40
1/24/2012,5035.65
1/25/2012,3018.40
1/25/2012,2118.72
1/25/2012,166.92
1/25/2012,776.10
1/25/2012,11604.00
1/25/2012,548.55
1/25/2012,322.11
1/25/2012,2412.00
1/25/2012,164.74
1/25/2012,113.34
1/25/2012,2727.80
1/25/2012,599.80
1/25/2012,2566.68
1/25/2012,55.18
1/25/2012,3806.40
1/25/2012,158.31
1/25/2012,479.96
1/25/2012,731.50
1/26/2012,67.96
1/26/2012,3903.99
1/26/2012,2044.35
1/26/2012,2961.00
1/26/2012,1852.80
1/26/2012,205.76
1/26/2012,1730.10
1/26/2012,2464.00
1/26/2012,914.60
1/26/2012,230.10
1/26/2012,1607.16
1/26/2012,300.20
1/26/2012,3312.99
1/26/2012,528.20
1/26/2012,151.03
1/26/2012,1210.40
1/26/2012,83.60
1/26/2012,2006.40
1/27/2012,227.15
1/27/2012,3354.86
1/27/2012,13472.31
1/27/2012,50.70
1/27/2012,2685.00
1/27/2012,5922.40
1/27/2012,37.96
1/27/2012,770.00
1/27/2012,3821.65
1/27/2012,2958.64
1/27/2012,47.60
1/27/2012,107.80
1/27/2012,2396.90
1/27/2012,8900.00
1/27/2012,41.60
1/28/2012,1089.00
1/28/2012,503.10
1/28/2012,9671.20
1/28/2012,2595.41
1/28/2012,2640.00
1/28/2012,1140.00
1/28/2012,189.00
1/28/2012,1303.80
1/28/2012,766.15
1/28/2012,2588.60
1/28/2012,11860.00
1/28/2012,2076.80
1/28/2012,10195.60
1/28/2012,612.00
1/28/2012,1897.60
1/28/2012,5233.20
1/28/2012,479.96
1/28/2012,2514.95
1/28/2012,589.30
1/28/2012,323.91
1/28/2012,2038.20
1/28/2012,1154.62
1/28/2012,2920.50
1/28/2012,262.20
1/29/2012,418.21
1/29/2012,2725.80
1/29/2012,469.05
1/29/2012,496.65
1/29/2012,194.42
1/29/2012,391.05
1/29/2012,2398.60
1/29/2012,383.97
1/29/2012,1521.00
1/29/2012,5953.07
1/29/2012,1288.00
1/29/2012,1279.20
1/29/2012,2682.00
1/29/2012,6041.75
1/30/2012,3751.32
1/30/2012,57.14
1/30/2012,5961.90
1/30/2012,2551.91
1/30/2012,556.00
1/30/2012,1971.00
1/30/2012,2500.90
1/30/2012,44.03
1/30/2012,60.45
1/30/2012,31153.65
1/30/2012,3860.37
1/30/2012,9726.15
1/30/2012,3993.40
1/30/2012,3571.05
1/30/2012,1161.00
1/30/2012,1933.18
1/30/2012,108.77
1/30/2012,1693.34
1/30/2012,210.84
1/30/2012,1870.55
1/30/2012,1126.70
1/31/2012,116.61
1/31/2012,462.54
1/31/2012,1070.85
1/31/2012,439.96
1/31/2012,2380.70
1/31/2012,2028.00
1/31/2012,722.00
1/31/2012,2727.80
1/31/2012,379.20
1/31/2012,195.80
1/31/2012,3468.00
1/31/2012,6256.05
1/31/2012,854.10
1/31/2012,57.00
1/31/2012,57.84
1/31/2012,8791.20
1/31/2012,2595.60
2/1/2012,635.25
2/1/2012,163.76
2/1/2012,750.50
2/1/2012,5141.40
2/1/2012,58.54
2/1/2012,159.60
2/1/2012,157.63
2/1/2012,1112.00
2/1/2012,11626.05
2/1/2012,510.22
2/1/2012,247.46
2/1/2012,18776.20
2/1/2012,1601.91
2/1/2012,215.96
2/1/2012,473.60
2/1/2012,320.31
2/1/2012,5198.80
2/1/2012,11918.07
2/1/2012,6348.40
2/1/2012,2514.95
2/2/2012,263.12
2/2/2012,93.60
2/2/2012,220.00
2/2/2012,345.80
2/2/2012,12337.35
2/2/2012,1216.00
2/2/2012,2646.15
2/2/2012,147.52
2/2/2012,197.34
2/2/2012,2748.00
2/2/2012,756.20
2/2/2012,565.24
2/2/2012,391.38
2/2/2012,1660.50
2/2/2012,2709.00
2/2/2012,264.00
2/2/2012,10346.66
2/2/2012,7062.21
2/2/2012,601.80
2/3/2012,2972.60
2/3/2012,304.15
2/3/2012,6256.05
2/3/2012,245.52
2/3/2012,3619.65
2/3/2012,3720.00
2/3/2012,496.65
2/3/2012,267.83
2/3/2012,7181.52
2/3/2012,3591.00
2/3/2012,296.36
2/3/2012,3558.00
2/4/2012,29813.07
2/4/2012,3222.00
2/4/2012,439.96
2/4/2012,2728.00
2/4/2012,254.76
2/4/2012,755.94
2/4/2012,39.46
2/4/2012,495.18
2/4/2012,318.51
2/4/2012,61.23
2/4/2012,1654.07
2/4/2012,1271.40
2/4/2012,210.84
2/4/2012,2640.00
2/4/2012,140.56
2/4/2012,1238.80
2/5/2012,3838.56
2/5/2012,3603.60
2/5/2012,55.80
2/5/2012,60.42
2/5/2012,266.23
2/5/2012,84.12
2/5/2012,6871.60
2/5/2012,1295.60
2/5/2012,880.60
2/5/2012,49.86
2/5/2012,6151.20
2/5/2012,318.45
2/5/2012,2398.60
2/6/2012,2648.19
2/6/2012,3222.00
2/6/2012,4110.55
2/6/2012,6833.41
2/6/2012,173.80
2/6/2012,111.41
2/6/2012,1899.12
2/6/2012,3838.56
2/6/2012,1335.60
2/6/2012,83.60
2/6/2012,5814.00
2/6/2012,10110.40
2/6/2012,2697.80
2/6/2012,425.10
2/6/2012,3426.06
2/6/2012,4805.20
2/6/2012,684.00
2/6/2012,6718.89
2/7/2012,3619.65
2/7/2012,2412.00
2/7/2012,5331.10
2/7/2012,345.06
2/7/2012,4466.05
2/7/2012,3401.00
2/7/2012,269.56
2/7/2012,37.96
2/7/2012,402.00
2/7/2012,290.57
2/7/2012,115.57
2/7/2012,68.07
2/7/2012,300.20
2/7/2012,1312.00
2/7/2012,2710.40
2/7/2012,256.56
2/7/2012,640.00
2/7/2012,1830.40
2/7/2012,2130.10
2/7/2012,7969.20
2/7/2012,737.10
2/8/2012,552.09
2/8/2012,3938.80
2/8/2012,5922.40
2/8/2012,51.15
2/8/2012,2718.00
2/8/2012,3481.55
2/8/2012,6822.00
2/8/2012,102.00
2/8/2012,188.60
2/8/2012,1238.80
2/8/2012,2175.26
2/8/2012,1512.90
2/8/2012,526.89
2/9/2012,1612.96
2/9/2012,2617.05
2/9/2012,9137.19
2/9/2012,3087.00
2/9/2012,2468.20
2/9/2012,2038.10
2/9/2012,341.79
2/9/2012,189.40
2/9/2012,3600.00
2/9/2012,227.96
2/9/2012,352.39
2/9/2012,460.20
2/9/2012,865.05
2/9/2012,2711.70
2/9/2012,67.60
2/9/2012,37.05
2/10/2012,215.68
2/10/2012,1086.80
2/10/2012,9423.00
2/10/2012,3602.86
2/10/2012,2831.82
2/10/2012,52.00
2/10/2012,2610.00
2/10/2012,36.80
2/10/2012,7956.55
2/10/2012,1663.41
2/10/2012,2731.97
2/10/2012,192.35
2/10/2012,8328.40
2/10/2012,76.12
2/11/2012,2038.10
2/11/2012,68.07
2/11/2012,3507.51
2/11/2012,1255.10
2/11/2012,1450.70
2/11/2012,184.61
2/11/2012,1424.00
2/11/2012,101.78
2/11/2012,514.57
2/11/2012,4391.20
2/11/2012,6011.40
2/11/2012,1367.40
2/12/2012,342.00
2/12/2012,49.40
2/12/2012,164.83
2/12/2012,1467.00
2/12/2012,3459.58
2/12/2012,6186.15
2/12/2012,7544.00
2/12/2012,152.91
2/12/2012,2242.84
2/12/2012,2435.92
2/12/2012,20655.00
2/12/2012,1511.88
2/12/2012,3371.20
2/13/2012,2466.88
2/13/2012,1270.50
2/13/2012,257.84
2/13/2012,3442.65
2/13/2012,2581.00
2/13/2012,2371.80
2/13/2012,38.46
2/13/2012,525.72
2/13/2012,5508.05
2/13/2012,1035.65
2/13/2012,5026.80
2/13/2012,414.20
2/13/2012,8591.40
2/13/2012,122.36
2/13/2012,20310.75
2/14/2012,3838.56
2/14/2012,2371.80
2/14/2012,292.56
2/14/2012,296.40
2/14/2012,7341.55
2/14/2012,1829.20
2/14/2012,7305.76
2/14/2012,1520.91
2/14/2012,4500.00
2/14/2012,2047.00
2/14/2012,436.00
2/14/2012,10113.60
2/14/2012,7014.84
2/15/2012,643.50
2/15/2012,1295.60
2/15/2012,1932.00
2/15/2012,2357.41
2/15/2012,1500.24
2/15/2012,1960.05
2/15/2012,1742.57
2/15/2012,81.97
2/15/2012,309.51
2/15/2012,516.00
2/15/2012,1592.91
2/15/2012,702.00
2/15/2012,3239.40
2/16/2012,2580.91
2/16/2012,63.60
2/16/2012,378.73
2/16/2012,5391.00
2/16/2012,231.02
2/16/2012,2928.10
2/16/2012,1829.20
2/16/2012,9000.00
2/16/2012,5035.65
2/16/2012,10745.16
2/17/2012,2774.50
2/17/2012,680.00
2/17/2012,2453.69
2/17/2012,796.00
2/17/2012,6151.20
2/17/2012,201.50
2/18/2012,98.91
2/18/2012,3616.80
2/18/2012,2463.44
2/18/2012,1407.15
2/18/2012,50.70
